climaticZone,planetSection,temperatureSecondHalfPlanetRotation,temperatureFirstHalfPlanetRotation,mineralDensity,geoZone,longitude,rockSize,waterStreamDistanceY,cover,magmaConcentrationDistance,waterStreamDistanceX,detectionDepth,mineralType,id
4,Hyrule,24.8,97.5,11747.84,7,65.52,3,67.87,4,VERY_CLOSE,327.23,22.57,6,7766
8,Tatoooine,34.3,110.2,5642.55,7,352.88,1,23.27,3,CLOSE,709.85,32.38,7,7767
7,Tatoooine,37.6,106.3,7755.65,7,307.88,1,57.11,3,MEDIUM,1418.77,32.83,2,7768
2,Tatoooine,26.9,105.8,9383.05,7,198.94,3,107.28,4,CLOSE,1736.17,29.8,5,7769
2,Hyrule,17.4,100.1,14215.01,7,169.69,3,37.0,4,VERY_CLOSE,221.48,20.67,4,7770
7,Mordor,34.9,110.3,5068.41,7,333.22,1,0.0,3,MEDIUM,400.11,31.1,1,7771
2,Hyrule,26.0,103.1,7064.68,7,139.79,3,0.0,4,VERY_CLOSE,0.0,22.72,4,7772
7,Tatoooine,31.6,102.7,4166.95,7,62.36,1,128.97,3,CLOSE,3944.91,31.82,2,7773
4,Tatoooine,27.7,108.3,-999.0,7,195.44,3,9.63,4,VERY_CLOSE,215.72,27.08,5,7774
2,Hyrule,31.6,112.6,-999.0,7,6.09,1,-3.85,1,CLOSE,97.96,25.2,6,7775
8,Tatoooine,31.4,110.8,5795.67,7,217.5,1,68.31,3,VERY_CLOSE,3374.72,32.87,7,7776
8,Mordor,22.9,97.9,9185.59,7,118.84,1,81.81,3,CLOSE,1969.35,32.69,7,7777
2,Hyrule,35.3,97.9,13916.29,7,8.87,3,241.09,4,VERY_CLOSE,1229.72,21.4,6,7778
7,Tatoooine,31.6,107.9,4224.19,7,245.97,1,75.67,3,CLOSE,1563.65,31.33,2,7779
4,Hyrule,34.9,106.4,-999.0,7,6.92,3,2.05,4,VERY_CLOSE,100.54,25.3,2,7780
8,Tatoooine,33.3,111.1,3967.72,7,244.86,1,191.09,3,CLOSE,3910.28,34.57,7,7781
2,Hyrule,30.3,99.0,8642.45,7,52.48,1,63.96,1,VERY_CLOSE,970.88,25.04,3,7782
7,Mordor,28.5,112.1,3783.37,2,137.53,0,-0.99,0,CLOSE,195.05,27.57,5,7783
7,Mordor,33.5,108.2,-999.0,7,256.56,1,30.73,3,FAR,725.59,28.31,2,7784
2,Tatoooine,22.2,108.2,-999.0,7,165.09,3,27.31,4,CLOSE,303.35,25.33,3,7785
2,Hyrule,26.7,102.2,5887.55,7,107.37,1,173.13,1,CLOSE,1032.52,24.88,3,7786
2,Tatoooine,31.7,110.4,6784.78,7,213.73,1,0.0,2,VERY_CLOSE,0.0,24.95,5,7787
2,Hyrule,25.1,104.5,-999.0,7,107.48,1,0.0,3,VERY_CLOSE,0.0,20.02,4,7788
7,Mordor,10.5,-999.0,-999.0,7,117.5,1,159.36,3,CLOSE,755.18,28.72,5,7789
8,Tatoooine,18.7,97.6,11815.1,7,141.87,0,0.0,0,VERY_CLOSE,0.0,33.84,7,7790
4,Tatoooine,24.8,100.4,8945.3,7,79.37,3,103.4,4,VERY_CLOSE,1237.7,25.48,3,7791
2,Hyrule,40.4,117.5,-999.0,7,289.16,3,208.17,4,VERY_CLOSE,1165.33,23.77,4,7792
7,Mordor,19.9,100.4,-999.0,7,160.28,1,245.87,3,CLOSE,2074.32,30.13,1,7793
7,Mordor,32.4,104.5,4949.93,2,45.38,0,15.7,0,CLOSE,552.33,30.74,2,7794
4,Tatoooine,18.6,96.2,11025.24,7,136.46,3,-2.89,4,VERY_CLOSE,281.61,26.25,6,7795
4,Tatoooine,36.0,103.7,10433.07,7,4.01,3,27.86,4,CLOSE,270.48,27.27,6,7796
7,Tatoooine,21.9,102.0,8446.66,7,121.78,1,242.02,3,MEDIUM,3004.17,33.85,1,7797
7,Mordor,35.3,115.0,6588.24,7,251.9,1,116.27,3,FAR,2458.61,31.15,2,7798
7,Mordor,27.8,115.5,7687.42,7,212.85,1,9.73,3,CLOSE,226.78,25.93,2,7799
7,Mordor,32.1,107.5,4741.94,1,41.4,0,0.0,0,VERY_CLOSE,266.07,29.93,1,7800
7,Mordor,26.1,111.9,6940.7,2,175.43,2,0.99,3,CLOSE,144.5,31.68,1,7801
2,Hyrule,17.2,103.9,13530.88,7,168.59,3,65.51,4,VERY_CLOSE,366.01,21.75,4,7802
7,Mordor,23.0,110.3,7930.62,7,159.69,1,-2.08,3,VERY_CLOSE,636.56,30.72,1,7803
4,Hyrule,31.6,91.6,13401.58,7,35.36,3,98.31,4,VERY_CLOSE,406.15,19.97,3,7804
2,Hyrule,16.0,97.8,13923.64,7,164.71,3,80.91,4,CLOSE,506.06,22.8,4,7805
2,Tatoooine,27.2,109.8,5006.13,7,184.34,1,130.63,2,VERY_CLOSE,1555.75,25.76,3,7806
7,Tatoooine,33.9,102.9,7814.94,7,13.08,1,148.24,3,VERY_CLOSE,1145.62,27.07,6,7807
7,Mordor,27.6,94.6,14595.06,7,49.58,1,51.95,3,MEDIUM,308.04,31.38,1,7808
4,Mordor,29.3,111.9,3715.82,7,168.91,1,8.84,1,CLOSE,504.81,26.75,2,7809
8,Mordor,24.5,109.1,6706.37,7,125.94,1,0.0,3,CLOSE,0.0,31.15,7,7810
7,Mordor,19.7,101.0,-999.0,7,112.04,1,132.56,3,CLOSE,953.87,27.09,5,7811
2,Hyrule,11.5,94.2,16968.21,7,143.92,3,143.01,4,VERY_CLOSE,742.27,21.57,4,7812
2,Hyrule,22.7,104.4,9680.06,7,164.98,3,95.62,4,VERY_CLOSE,662.49,21.83,4,7813
7,Mordor,28.4,102.6,-999.0,7,128.57,1,33.87,3,MEDIUM,656.83,30.74,1,7814
4,Hyrule,34.1,-999.0,9979.86,7,24.11,3,32.61,4,VERY_CLOSE,484.53,22.11,6,7815
8,Mordor,25.9,105.9,5875.28,7,144.64,1,20.97,3,CLOSE,410.77,34.69,7,7816
8,Tatoooine,35.1,103.1,9247.58,7,2.99,1,82.72,3,VERY_CLOSE,1785.86,34.21,7,7817
2,Tatoooine,21.4,108.6,11690.14,7,178.85,3,66.19,4,VERY_CLOSE,749.02,26.34,3,7818
4,Hyrule,27.9,86.4,15116.19,7,48.74,3,82.13,4,VERY_CLOSE,1542.38,23.05,3,7819
2,Hyrule,20.0,99.2,-999.0,7,133.58,3,155.69,4,CLOSE,1002.48,24.69,4,7820
4,Tatoooine,23.1,102.8,11839.24,7,192.61,3,5.07,4,VERY_CLOSE,103.0,28.63,5,7821
2,Hyrule,15.1,93.6,14965.44,7,165.6,3,45.13,4,CLOSE,375.54,22.74,4,7822
2,Hyrule,21.9,107.9,10362.7,7,176.57,3,110.16,4,VERY_CLOSE,878.26,23.36,4,7823
4,Tatoooine,28.4,107.6,4688.5,7,85.64,3,7.84,4,VERY_CLOSE,550.53,27.88,5,7824
8,Tatoooine,32.2,112.0,-999.0,7,234.44,1,-4.02,3,VERY_CLOSE,426.37,34.94,7,7825
7,Tatoooine,22.9,108.3,8362.69,7,150.92,1,71.08,3,VERY_CLOSE,1249.54,27.2,5,7826
7,Tatoooine,32.8,-999.0,5252.67,2,252.73,0,69.75,0,CLOSE,2055.94,31.27,2,7827
2,Tatoooine,30.0,106.0,5508.22,7,45.02,1,51.51,2,VERY_CLOSE,458.36,24.29,3,7828
4,Hyrule,19.8,88.1,14606.87,7,78.95,3,54.28,4,VERY_CLOSE,446.92,22.85,6,7829
2,Hyrule,21.5,105.1,11526.0,7,183.19,3,139.67,4,CLOSE,826.88,23.15,4,7830
8,Tatoooine,28.8,103.7,3492.63,7,156.78,1,0.0,3,VERY_CLOSE,0.0,33.79,7,7831
2,Hyrule,16.1,100.1,12333.91,7,157.65,3,17.74,4,VERY_CLOSE,134.88,21.25,4,7832
7,Mordor,19.9,96.3,11141.8,7,117.67,1,76.75,3,CLOSE,1022.42,28.14,5,7833
2,Tatoooine,34.1,114.8,9535.2,7,243.9,1,109.04,2,VERY_CLOSE,1225.36,25.57,3,7834
4,Hyrule,24.5,92.2,10306.25,7,84.89,3,6.73,4,VERY_CLOSE,572.95,24.03,6,7835
2,Hyrule,19.4,103.1,10839.02,7,137.03,3,21.24,4,CLOSE,376.73,22.85,4,7836
4,Hyrule,35.4,103.5,11734.48,7,8.04,3,60.07,4,VERY_CLOSE,286.3,21.87,6,7837
7,Mordor,28.1,109.9,4842.06,7,143.73,1,2.94,3,VERY_CLOSE,308.6,31.06,2,7838
7,Mordor,27.6,107.9,5504.34,7,129.7,1,10.94,3,MEDIUM,288.92,32.6,1,7839
5,Hyrule,31.4,101.0,4350.65,1,43.09,0,0.0,0,VERY_CLOSE,101.69,22.46,6,7840
4,Hyrule,38.2,106.7,9334.94,7,355.11,3,12.78,4,VERY_CLOSE,143.17,22.9,6,7841
2,Hyrule,42.8,105.9,15629.02,7,286.85,3,56.85,4,VERY_CLOSE,405.3,21.45,3,7842
4,Tatoooine,20.0,102.4,-999.0,7,153.98,3,77.55,4,VERY_CLOSE,864.06,28.4,5,7843
2,Tatoooine,33.5,104.3,3797.55,7,21.81,1,12.13,2,CLOSE,559.71,25.57,5,7844
2,Hyrule,29.7,105.9,5699.92,7,80.24,1,33.03,2,VERY_CLOSE,666.12,22.36,3,7845
2,Hyrule,28.7,102.2,-999.0,7,97.22,1,112.16,2,VERY_CLOSE,1460.28,21.79,3,7846
7,Tatoooine,20.8,93.1,10071.77,7,108.84,1,13.55,3,CLOSE,578.12,28.82,1,7847
7,Mordor,29.3,102.8,9736.76,2,56.35,2,19.83,3,VERY_CLOSE,491.09,31.02,1,7848
2,Tatoooine,26.9,108.3,6338.28,7,188.13,3,-25.16,4,VERY_CLOSE,1348.03,27.2,3,7849
7,Mordor,35.9,110.6,-999.0,2,269.32,0,56.52,0,CLOSE,1345.67,33.38,7,7850
4,Tatoooine,20.8,96.7,12200.54,7,92.29,3,0.0,4,VERY_CLOSE,0.0,25.05,6,7851
4,Tatoooine,26.9,-999.0,7772.61,7,64.39,3,-0.96,4,VERY_CLOSE,93.6,26.27,6,7852
2,Hyrule,27.1,101.8,6655.55,7,174.67,1,92.29,2,VERY_CLOSE,775.09,23.45,3,7853
7,Tatoooine,26.8,112.6,9256.77,7,198.65,1,68.26,3,MEDIUM,918.94,33.03,1,7854
7,Tatoooine,31.0,115.8,11425.45,7,231.83,1,59.76,3,VERY_CLOSE,611.66,32.15,2,7855
7,Tatoooine,17.2,97.9,12206.58,7,153.39,1,40.89,3,VERY_CLOSE,691.16,31.78,7,7856
8,Mordor,19.5,90.7,-999.0,7,104.11,1,4.01,3,CLOSE,139.22,35.32,7,7857
7,Tatoooine,28.2,106.8,5011.38,7,115.53,1,175.48,3,CLOSE,2315.77,33.28,1,7858
7,Mordor,29.5,106.4,5522.06,7,216.29,1,2.06,3,VERY_CLOSE,939.37,32.13,1,7859
7,Mordor,30.2,-999.0,7099.74,7,60.02,1,0.0,3,VERY_CLOSE,99.8,26.33,2,7860
7,Tatoooine,22.0,104.9,8983.58,7,140.16,1,76.04,3,CLOSE,803.3,27.1,5,7861
4,Mordor,30.2,-999.0,4820.19,7,75.49,1,74.78,1,MEDIUM,1543.68,29.46,2,7862
2,Hyrule,22.9,103.8,9993.16,7,175.44,3,0.0,4,VERY_CLOSE,94.72,22.7,6,7863
7,Mordor,34.0,106.9,-999.0,7,13.82,1,-12.95,3,MEDIUM,2556.98,31.07,1,7864
7,Tatoooine,31.2,113.5,-999.0,7,236.95,1,38.86,3,VERY_CLOSE,2086.36,34.85,7,7865
4,Hyrule,40.0,100.4,12866.27,7,355.92,3,15.67,4,VERY_CLOSE,303.18,24.06,3,7866
6,Hyrule,25.7,-999.0,-999.0,1,115.95,0,0.0,0,CLOSE,0.0,20.92,4,7867
7,Mordor,23.2,109.6,8974.95,2,158.03,2,93.06,3,CLOSE,1801.59,32.84,2,7868
2,Hyrule,29.6,104.0,-999.0,7,59.96,1,69.02,1,CLOSE,672.41,24.66,3,7869
2,Hyrule,28.2,105.0,4706.94,7,104.84,1,0.0,1,VERY_CLOSE,0.0,23.98,4,7870
6,Tatoooine,29.9,105.7,3607.2,1,96.73,0,0.0,0,CLOSE,0.0,25.39,6,7871
7,Mordor,34.1,106.3,3840.59,2,347.38,2,5.8,3,CLOSE,229.23,31.52,1,7872
7,Mordor,19.5,98.7,-999.0,7,100.75,1,2.95,3,VERY_CLOSE,393.1,27.42,5,7873
7,Mordor,29.8,108.2,5929.59,2,64.93,0,126.35,0,CLOSE,2136.11,33.15,2,7874
8,Mordor,23.0,98.4,8879.03,7,126.71,1,5.89,3,CLOSE,137.83,33.83,7,7875
7,Mordor,35.8,111.3,5992.8,2,268.15,0,14.86,0,CLOSE,468.36,33.23,7,7876
2,Tatoooine,20.8,96.2,-999.0,7,113.77,1,92.51,2,CLOSE,805.52,27.19,6,7877
4,Hyrule,38.6,95.1,13378.71,7,4.91,3,20.33,4,VERY_CLOSE,290.58,22.22,3,7878
7,Tatoooine,33.3,112.9,9757.93,7,252.5,1,54.16,3,VERY_CLOSE,1178.26,32.54,2,7879
8,Tatoooine,27.5,107.0,6215.65,7,73.91,1,393.71,3,CLOSE,3398.17,39.15,7,7880
7,Tatoooine,32.6,-999.0,5042.9,7,28.48,1,76.87,3,VERY_CLOSE,1528.12,32.9,1,7881
2,Hyrule,21.8,101.3,9902.92,7,147.2,3,10.77,4,CLOSE,141.78,21.96,4,7882
8,Mordor,30.3,-999.0,2517.92,7,120.69,1,2.06,3,CLOSE,219.51,33.24,7,7883
7,Mordor,29.5,106.7,-999.0,7,191.82,1,19.34,3,FAR,698.1,28.5,2,7884
7,Mordor,32.6,113.7,1925.83,1,13.83,0,0.0,0,VERY_CLOSE,0.0,31.85,2,7885
8,Mordor,27.6,109.3,5873.48,7,159.26,1,36.74,3,CLOSE,781.16,32.52,7,7886
8,Tatoooine,34.0,109.3,-999.0,7,358.28,1,29.71,3,CLOSE,615.39,33.5,7,7887
2,Hyrule,20.9,101.5,-999.0,7,181.79,3,72.9,4,VERY_CLOSE,448.47,21.85,4,7888
7,Tatoooine,30.4,104.1,-999.0,7,189.66,1,193.31,3,VERY_CLOSE,1065.76,35.27,1,7889
7,Mordor,22.0,103.8,9250.48,7,151.29,1,40.73,3,CLOSE,506.88,28.6,2,7890
8,Tatoooine,36.5,107.3,5593.88,7,280.68,1,250.44,3,VERY_CLOSE,2480.78,35.82,7,7891
8,Mordor,29.3,103.1,3374.35,7,79.62,1,19.57,3,CLOSE,1412.35,33.06,7,7892
2,Hyrule,27.6,111.6,8766.78,7,193.56,3,0.0,4,VERY_CLOSE,0.0,21.38,4,7893
8,Tatoooine,31.4,111.7,8456.19,7,234.13,1,64.4,3,VERY_CLOSE,2681.75,35.08,1,7894
4,Tatoooine,21.3,100.5,10506.63,7,169.78,3,223.64,4,VERY_CLOSE,1290.71,29.6,5,7895
4,Hyrule,18.7,93.5,-999.0,7,84.99,3,101.41,4,VERY_CLOSE,577.62,24.04,6,7896
7,Mordor,34.4,104.5,4479.95,2,320.66,2,69.18,3,CLOSE,1907.81,31.73,1,7897
8,Tatoooine,27.8,100.4,-999.0,7,89.57,1,43.92,3,CLOSE,2462.96,37.21,7,7898
4,Tatoooine,24.0,93.4,14009.72,7,59.09,3,25.19,4,VERY_CLOSE,633.9,23.91,6,7899
4,Hyrule,39.1,-999.0,9928.98,7,329.11,3,17.85,4,VERY_CLOSE,204.28,24.18,3,7900
7,Mordor,34.1,109.6,-999.0,2,260.58,2,25.91,3,CLOSE,855.92,31.97,1,7901
7,Tatoooine,34.4,117.4,6735.78,7,248.61,1,36.32,3,VERY_CLOSE,1113.03,33.89,2,7902
8,Tatoooine,30.6,104.1,-999.0,7,32.53,1,66.26,3,CLOSE,3437.09,32.6,7,7903
7,Mordor,22.0,104.2,9139.47,7,135.38,1,98.62,3,VERY_CLOSE,1216.54,32.95,2,7904
7,Tatoooine,33.8,103.0,-999.0,2,1.99,0,-14.51,0,CLOSE,493.88,28.1,5,7905
7,Mordor,20.6,99.1,9218.94,7,135.86,1,87.1,3,VERY_CLOSE,936.02,29.31,5,7906
4,Hyrule,39.9,113.0,8771.33,7,302.65,3,12.35,4,VERY_CLOSE,952.26,24.9,6,7907
4,Tatoooine,30.0,99.4,-999.0,7,41.34,3,69.93,4,CLOSE,995.19,27.83,6,7908
2,Hyrule,16.1,98.9,12710.39,7,145.66,3,43.06,4,VERY_CLOSE,265.66,22.04,4,7909
4,Hyrule,39.5,114.7,-999.0,7,291.33,3,50.96,4,VERY_CLOSE,513.55,23.66,6,7910
4,Hyrule,27.7,106.9,5311.06,7,181.76,3,0.0,4,VERY_CLOSE,0.0,24.19,4,7911
2,Hyrule,39.7,108.5,10085.1,7,290.61,1,56.9,1,VERY_CLOSE,927.66,23.36,4,7912
2,Hyrule,17.6,101.6,13046.06,7,170.69,3,96.76,4,CLOSE,580.61,23.03,4,7913
7,Tatoooine,25.9,105.3,6952.99,7,86.14,1,13.58,3,CLOSE,187.88,25.64,2,7914
8,Mordor,30.6,111.3,-999.0,7,157.72,1,3.94,3,CLOSE,459.22,31.16,7,7915
8,Tatoooine,28.6,106.6,-999.0,7,190.24,1,-1.99,3,VERY_CLOSE,486.64,34.9,7,7916
4,Tatoooine,19.7,86.1,13652.4,7,82.98,3,-79.31,4,VERY_CLOSE,706.57,26.24,6,7917
7,Tatoooine,28.8,86.0,14470.54,7,41.46,1,16.46,3,MEDIUM,1023.98,30.53,2,7918
4,Hyrule,20.3,87.2,15327.92,7,70.13,3,104.46,4,VERY_CLOSE,479.98,21.31,6,7919
8,Tatoooine,26.1,111.0,-999.0,7,185.02,1,165.37,3,CLOSE,2509.35,34.61,7,7920
8,Tatoooine,29.4,-999.0,8224.12,7,203.87,1,25.32,3,CLOSE,1533.03,32.99,7,7921
7,Mordor,19.9,98.6,10021.51,7,141.24,1,45.71,3,VERY_CLOSE,508.15,29.29,2,7922
2,Hyrule,28.1,101.1,4998.46,7,118.31,1,34.91,1,VERY_CLOSE,734.2,22.94,3,7923
6,Hyrule,34.2,104.6,4134.95,1,341.86,0,1.04,0,CLOSE,97.74,21.11,4,7924
6,Tatoooine,32.4,107.0,4145.03,1,232.22,0,0.0,0,CLOSE,0.0,27.53,2,7925
7,Tatoooine,30.3,104.6,5390.16,2,61.3,0,0.0,0,CLOSE,0.0,31.19,7,7926
8,Tatoooine,23.5,99.6,8844.75,7,129.27,1,60.88,3,VERY_CLOSE,904.63,31.17,7,7927
2,Tatoooine,30.3,115.8,-999.0,7,214.23,3,173.1,4,VERY_CLOSE,1315.19,28.03,2,7928
7,Tatoooine,23.5,109.2,7851.47,7,151.39,1,64.68,2,CLOSE,1915.84,30.59,2,7929
8,Mordor,28.7,111.2,4807.31,7,132.31,1,-26.22,3,MEDIUM,706.25,33.74,7,7930
7,Mordor,32.0,108.9,7571.25,7,220.44,1,26.36,3,CLOSE,605.3,32.68,7,7931
7,Tatoooine,30.6,103.2,-999.0,7,54.36,1,34.1,3,VERY_CLOSE,1066.85,31.84,1,7932
4,Tatoooine,28.8,101.1,7844.71,7,51.73,3,29.51,4,CLOSE,193.56,25.76,6,7933
4,Tatoooine,32.1,112.0,4291.55,7,364.35,3,92.89,4,CLOSE,1129.4,29.0,2,7934
2,Hyrule,23.9,106.3,10037.96,7,186.12,3,145.64,4,VERY_CLOSE,1248.04,22.38,4,7935
7,Mordor,22.8,110.6,12035.54,7,192.78,1,120.1,3,CLOSE,1424.24,30.61,1,7936
4,Tatoooine,22.8,104.4,7662.86,7,133.95,3,-2.05,4,VERY_CLOSE,94.43,24.86,6,7937
8,Mordor,36.5,116.5,12438.24,7,261.43,1,113.3,3,VERY_CLOSE,1432.54,32.81,1,7938
2,Hyrule,21.1,97.3,9245.23,7,144.42,3,115.91,4,VERY_CLOSE,774.66,22.94,4,7939
4,Hyrule,32.6,99.4,9057.73,7,30.73,3,66.36,4,VERY_CLOSE,475.09,20.61,3,7940
7,Tatoooine,32.8,112.5,2754.78,7,248.36,1,111.73,3,CLOSE,1522.19,29.51,2,7941
2,Hyrule,22.5,102.8,13047.79,7,194.7,3,18.5,4,VERY_CLOSE,132.36,21.11,4,7942
8,Tatoooine,35.8,109.4,-999.0,7,351.85,1,166.52,3,VERY_CLOSE,2168.89,32.28,1,7943
4,Hyrule,32.6,107.5,6581.43,7,33.17,3,50.4,4,VERY_CLOSE,494.38,23.7,6,7944
4,Hyrule,26.9,91.4,-999.0,7,51.02,3,84.45,4,VERY_CLOSE,664.49,20.09,6,7945
4,Hyrule,39.4,114.0,-999.0,7,297.71,3,128.76,4,VERY_CLOSE,967.53,24.12,6,7946
2,Tatoooine,20.9,100.7,9046.69,7,120.58,1,23.35,2,VERY_CLOSE,191.56,25.45,6,7947
7,Tatoooine,25.9,93.0,14201.57,7,52.98,1,86.99,3,CLOSE,657.04,27.61,2,7948
7,Tatoooine,25.5,96.1,8884.7,7,79.08,1,151.05,3,CLOSE,2445.67,29.43,2,7949
6,Hyrule,29.9,107.0,5274.83,1,213.01,0,0.0,0,CLOSE,95.86,22.23,4,7950
2,Hyrule,19.8,98.6,11443.62,7,159.5,3,104.69,4,VERY_CLOSE,761.75,23.78,4,7951
4,Tatoooine,39.3,108.5,11283.66,7,356.83,3,11.82,4,VERY_CLOSE,137.94,25.53,6,7952
8,Tatoooine,31.4,108.4,-999.0,7,65.64,1,296.64,3,MEDIUM,3587.96,37.27,7,7953
6,Hyrule,32.5,102.8,6353.24,1,24.85,0,1.93,0,VERY_CLOSE,100.68,20.85,4,7954
7,Mordor,33.7,102.7,-999.0,7,27.49,1,24.22,3,VERY_CLOSE,446.08,31.63,1,7955
2,Hyrule,26.5,102.0,4754.86,7,136.54,1,14.83,1,VERY_CLOSE,222.0,22.56,3,7956
2,Hyrule,23.4,98.2,9487.46,7,84.61,3,0.0,4,VERY_CLOSE,0.0,21.05,4,7957
2,Tatoooine,31.1,107.2,2398.09,7,147.16,1,26.97,2,CLOSE,1159.62,24.94,5,7958
8,Tatoooine,31.3,107.8,5971.59,7,36.44,1,62.57,3,CLOSE,1753.87,35.37,7,7959
8,Tatoooine,28.5,-999.0,6165.55,7,58.99,1,114.93,3,MEDIUM,1160.9,35.78,7,7960
4,Tatoooine,25.3,103.1,-999.0,7,195.36,3,76.97,4,VERY_CLOSE,436.63,27.37,5,7961
8,Tatoooine,35.3,107.6,8894.34,7,15.82,1,281.1,3,CLOSE,3349.81,35.28,7,7962
8,Mordor,27.5,110.4,3856.01,7,132.59,1,-3.81,3,MEDIUM,267.5,33.04,7,7963
2,Tatoooine,27.9,107.8,6690.84,7,193.36,3,158.45,4,VERY_CLOSE,1273.35,27.08,3,7964
7,Tatoooine,30.0,111.4,4186.87,7,53.0,1,37.77,3,CLOSE,2038.68,34.46,7,7965
4,Mordor,28.4,107.9,-999.0,7,72.97,1,102.35,1,CLOSE,1173.48,28.77,2,7966
7,Tatoooine,32.4,110.2,5689.7,2,10.86,2,17.54,3,CLOSE,326.51,29.82,1,7967
2,Tatoooine,20.9,98.6,9917.77,7,133.97,3,46.97,4,VERY_CLOSE,320.01,24.62,6,7968
7,Mordor,20.0,99.2,12997.55,7,180.97,1,58.2,3,VERY_CLOSE,631.87,27.93,5,7969
7,Mordor,36.4,-999.0,-999.0,7,351.18,1,33.49,3,CLOSE,434.31,25.19,2,7970
4,Tatoooine,28.6,99.2,9323.17,7,57.09,3,32.45,4,VERY_CLOSE,437.03,25.94,6,7971
4,Tatoooine,17.1,96.7,12244.97,7,126.72,3,78.24,4,VERY_CLOSE,593.33,29.27,5,7972
2,Hyrule,30.3,105.0,8550.33,7,36.46,1,32.51,1,VERY_CLOSE,688.71,25.28,6,7973
4,Tatoooine,28.6,101.0,5485.53,7,73.36,3,4.75,4,CLOSE,617.08,26.59,5,7974
7,Tatoooine,38.5,101.3,13497.77,7,349.58,1,123.77,3,VERY_CLOSE,815.66,27.96,6,7975
7,Tatoooine,32.1,111.0,5497.46,2,246.2,0,17.87,0,VERY_CLOSE,1476.27,30.81,1,7976
8,Mordor,21.0,98.0,-999.0,7,155.68,1,123.11,3,CLOSE,1686.67,34.34,7,7977
2,Tatoooine,28.9,110.2,4642.91,7,177.52,1,29.94,2,VERY_CLOSE,974.36,26.14,3,7978
8,Tatoooine,36.2,105.7,-999.0,7,11.05,1,76.11,3,VERY_CLOSE,1761.42,34.43,7,7979
6,Hyrule,29.1,107.0,-999.0,1,154.58,0,0.0,0,VERY_CLOSE,0.0,20.67,4,7980
4,Hyrule,36.6,104.4,7887.2,7,360.86,3,14.12,4,VERY_CLOSE,222.52,23.13,6,7981
2,Hyrule,25.9,105.1,5388.33,7,117.15,1,0.0,1,VERY_CLOSE,0.0,23.89,4,7982
6,Hyrule,23.5,90.0,10780.72,1,83.68,0,0.0,0,VERY_CLOSE,0.0,21.6,4,7983
7,Tatoooine,25.3,108.5,5484.62,2,146.74,0,6.02,0,CLOSE,195.76,33.45,7,7984
2,Tatoooine,25.6,100.2,7898.93,7,86.34,1,9.23,2,VERY_CLOSE,510.48,23.72,6,7985
2,Hyrule,24.1,107.5,-999.0,7,152.66,3,7.17,4,CLOSE,102.74,22.05,4,7986
7,Mordor,33.8,111.2,4746.2,2,310.14,2,-17.05,3,CLOSE,505.19,30.68,1,7987
2,Tatoooine,17.5,91.7,11914.47,7,124.84,3,121.93,4,VERY_CLOSE,1168.96,24.43,3,7988
7,Tatoooine,22.6,98.0,-999.0,2,133.96,0,12.38,0,CLOSE,200.69,27.08,5,7989
6,Hyrule,35.6,107.6,-999.0,1,321.27,0,0.0,0,VERY_CLOSE,0.0,21.72,4,7990
2,Hyrule,18.5,98.3,12539.76,7,153.69,3,61.93,4,CLOSE,470.69,22.73,4,7991
4,Hyrule,35.3,96.6,15867.27,7,8.1,3,54.93,4,VERY_CLOSE,317.63,21.4,6,7992
2,Tatoooine,21.4,98.5,15609.13,7,195.92,3,-27.85,4,VERY_CLOSE,1183.95,25.73,3,7993
4,Tatoooine,25.0,-999.0,7111.2,7,164.18,3,13.1,4,VERY_CLOSE,275.94,28.01,5,7994
2,Hyrule,26.7,105.8,10730.85,7,203.67,1,0.0,3,VERY_CLOSE,0.0,20.8,4,7995
4,Tatoooine,25.1,100.2,10222.2,7,79.2,3,9.69,4,VERY_CLOSE,102.45,24.58,6,7996
2,Tatoooine,27.3,102.0,5768.45,7,99.76,1,13.0,2,VERY_CLOSE,607.0,25.69,6,7997
7,Tatoooine,23.3,99.6,8959.43,7,90.02,1,105.25,3,CLOSE,858.85,33.66,7,7998
2,Hyrule,27.0,111.1,4713.28,7,155.56,1,34.99,2,VERY_CLOSE,1482.53,24.12,4,7999
4,Tatoooine,31.8,109.4,4618.06,7,52.29,3,45.84,4,VERY_CLOSE,797.55,26.49,3,8000
7,Tatoooine,32.3,-999.0,2493.69,7,31.41,1,26.22,3,CLOSE,787.89,31.09,2,8001
2,Tatoooine,26.0,106.0,5095.53,7,150.3,1,-17.94,2,CLOSE,983.89,26.43,6,8002
7,Tatoooine,23.7,104.4,9719.63,7,163.71,1,86.96,3,CLOSE,2185.44,32.32,1,8003
2,Hyrule,31.4,111.7,2948.28,7,321.13,1,0.0,3,VERY_CLOSE,0.0,20.83,4,8004
4,Tatoooine,15.6,96.0,14458.44,7,155.51,3,58.26,4,VERY_CLOSE,409.05,28.11,5,8005
4,Hyrule,38.4,97.8,12592.83,7,350.75,3,62.23,4,VERY_CLOSE,369.49,21.9,6,8006
7,Mordor,28.9,108.8,-999.0,7,91.43,1,-6.08,3,CLOSE,289.75,31.51,1,8007
2,Hyrule,30.8,110.5,10625.53,7,234.13,3,109.05,4,VERY_CLOSE,903.79,22.79,4,8008
4,Hyrule,35.2,100.8,10220.85,7,10.98,3,28.77,4,CLOSE,377.11,23.7,6,8009
